,Frequency_1,Amplitude_1,Phase_1,Frequency_2,Amplitude_2,Phase_2,Frequency_3,Amplitude_3,Phase_3,Frequency_4,Amplitude_4,Phase_4,Frequency_5,Amplitude_5,Phase_5,Frequency_6,Amplitude_6,Phase_6,Frequency_7,Amplitude_7,Phase_7,Frequency_8,Amplitude_8,Phase_8,Frequency_9,Amplitude_9,Phase_9,Frequency_10,Amplitude_10,Phase_10,Frequency_11,Amplitude_11,Phase_11
0,11500000000.0,-5.120306119E+01,3.710037038E+01,11520000000.0,-5.042169641E+01,1.506350957E+02,11540000000.0,-4.960566575E+01,-8.978166947E+01,11560000000.0,-4.869997142E+01,3.684439281E+01,11580000000.0,-4.970094389E+01,1.643048170E+02,11600000000.0,-5.053573878E+01,-8.259485952E+01,11620000000.0,-4.996937557E+01,3.000439902E+01,11640000000.0,-5.278172517E+01,1.742497553E+02,11660000000.0,-5.192769227E+01,-7.007244704E+01,11680000000.0,-5.308372945E+01,5.679134698E+01,11700000000.0,"-5.525376253E+01
","1.756637505E+02
"
1,11500000000.0,-4.876127327E+01,5.010496129E+01,11520000000.0,-4.707885107E+01,1.624803965E+02,11540000000.0,-4.633411966E+01,-6.761323142E+01,11560000000.0,-4.560486372E+01,4.725973468E+01,11580000000.0,-4.561181271E+01,1.674736532E+02,11600000000.0,-4.616471140E+01,-6.686098548E+01,11620000000.0,-4.756200867E+01,5.015479574E+01,11640000000.0,-4.767107439E+01,1.706151615E+02,11660000000.0,-5.045678803E+01,-6.141706643E+01,11680000000.0,-4.814069748E+01,6.766010850E+01,11700000000.0,"-4.873407693E+01
","-1.747172922E+02
"
2,11500000000.0,-4.645483271E+01,4.311771110E+01,11520000000.0,-4.554850939E+01,1.650160904E+02,11540000000.0,-4.410673301E+01,-7.078711524E+01,11560000000.0,-4.395472614E+01,4.498472660E+01,11580000000.0,-4.407237639E+01,1.748885308E+02,11600000000.0,-4.377767437E+01,-6.505216096E+01,11620000000.0,-4.403290355E+01,4.820623309E+01,11640000000.0,-4.653186421E+01,1.763402986E+02,11660000000.0,-4.728360329E+01,-6.260997847E+01,11680000000.0,-4.689942665E+01,6.408807772E+01,11700000000.0,"-4.751747516E+01
","-1.709591499E+02
"
3,11500000000.0,-4.720474856E+01,2.831422405E+01,11520000000.0,-4.354061582E+01,1.575546956E+02,11540000000.0,-4.367608592E+01,-8.131688949E+01,11560000000.0,-4.253027350E+01,3.560188593E+01,11580000000.0,-4.346875620E+01,1.577812330E+02,11600000000.0,-4.403655076E+01,-8.115521006E+01,11620000000.0,-4.380252656E+01,3.979829709E+01,11640000000.0,-4.437300228E+01,1.640499686E+02,11660000000.0,-4.642168697E+01,-6.858654460E+01,11680000000.0,-4.492896628E+01,5.230947694E+01,11700000000.0,"-4.662429225E+01
","-1.781593092E+02
"
4,11500000000.0,-4.707738282E+01,2.798653083E+01,11520000000.0,-4.551214160E+01,1.486642854E+02,11540000000.0,-4.472221199E+01,-9.169494473E+01,11560000000.0,-4.381831127E+01,3.087948606E+01,11580000000.0,-4.404270983E+01,1.538221545E+02,11600000000.0,-4.461243334E+01,-9.063184617E+01,11620000000.0,-4.603524835E+01,3.182398620E+01,11640000000.0,-4.641717446E+01,1.593227481E+02,11660000000.0,-4.712838355E+01,-7.588186964E+01,11680000000.0,-4.730139001E+01,5.065514683E+01,11700000000.0,"-4.754941119E+01
","1.791159637E+02
"
5,11500000000.0,-4.772799980E+01,2.444696193E+01,11520000000.0,-4.501563450E+01,1.495553410E+02,11540000000.0,-4.369970144E+01,-8.796252633E+01,11560000000.0,-4.501731305E+01,3.145280826E+01,11580000000.0,-4.496439497E+01,1.608951660E+02,11600000000.0,-4.544948678E+01,-8.844757479E+01,11620000000.0,-4.556261581E+01,3.150765815E+01,11640000000.0,-4.631557671E+01,1.584585222E+02,11660000000.0,-4.669828679E+01,-7.084940817E+01,11680000000.0,-4.792379186E+01,6.235762354E+01,11700000000.0,"-4.773027704E+01
","1.749546568E+02
"
6,11500000000.0,-4.644386019E+01,1.415386295E+02,11520000000.0,-4.573944306E+01,-2.972694318E+01,11540000000.0,-4.415381067E+01,-1.153261990E+02,11560000000.0,-4.367228562E+01,-1.788985169E+02,11580000000.0,-4.408760527E+01,4.554230759E+01,11600000000.0,-4.353977205E+01,6.672164031E+01,11620000000.0,-4.468497696E+01,-1.447815849E+02,11640000000.0,-4.506103343E+01,9.594349655E+01,11660000000.0,-4.664117255E+01,-1.574731351E+01,11680000000.0,-4.619891672E+01,-8.398511687E+00,11700000000.0,"-4.525810083E+01
","7.989691604E+01
"
7,11500000000.0,-4.659404217E+01,3.818956262E+01,11520000000.0,-4.542276949E+01,1.515151084E+02,11540000000.0,-4.486633217E+01,-8.156150664E+01,11560000000.0,-4.598053647E+01,4.236572324E+01,11580000000.0,-4.568632354E+01,1.632819921E+02,11600000000.0,-4.536580852E+01,-7.378169495E+01,11620000000.0,-4.773974691E+01,4.664355325E+01,11640000000.0,-4.739112375E+01,1.627622997E+02,11660000000.0,-4.850577858E+01,-6.332477426E+01,11680000000.0,-4.812461336E+01,6.128405691E+01,11700000000.0,"-4.647512721E+01
","-1.628496962E+02
"
8,11500000000.0,-4.793765132E+01,3.345315281E+01,11520000000.0,-4.676983519E+01,1.561521265E+02,11540000000.0,-4.814515980E+01,-8.855306348E+01,11560000000.0,-4.467775866E+01,3.640795996E+01,11580000000.0,-4.608797980E+01,1.526346664E+02,11600000000.0,-4.554011932E+01,-8.295258420E+01,11620000000.0,-4.674213013E+01,3.701094026E+01,11640000000.0,-4.861722676E+01,1.535950334E+02,11660000000.0,-5.043107523E+01,-7.726454886E+01,11680000000.0,-4.855692016E+01,4.828627133E+01,11700000000.0,"-4.854092780E+01
","1.783801044E+02
"
9,11500000000.0,-4.905167720E+01,3.989144412E+01,11520000000.0,-4.728695665E+01,1.586367451E+02,11540000000.0,-4.578477037E+01,-8.134508817E+01,11560000000.0,-4.534701657E+01,4.902538474E+01,11580000000.0,-4.564526455E+01,1.564144884E+02,11600000000.0,-4.703878527E+01,-7.604285608E+01,11620000000.0,-4.711547299E+01,4.983271684E+01,11640000000.0,-4.826397347E+01,1.568075507E+02,11660000000.0,-4.840318495E+01,-6.823268404E+01,11680000000.0,-4.886668707E+01,5.111738964E+01,11700000000.0,"-4.750103538E+01
","-1.793719908E+02
"
