,Frequency_1,Amplitude_1,Phase_1,Frequency_2,Amplitude_2,Phase_2,Frequency_3,Amplitude_3,Phase_3
0,11500000000.0,-3.920039527E+01,-3.077652661E+01,11600000000.0,-3.890003017E+01,-1.475239306E+02,11700000000.0,"-4.066454305E+01
","1.165345342E+02
"
1,11500000000.0,-3.622528734E+01,-2.005390843E+01,11600000000.0,-3.429870270E+01,-1.375634621E+02,11700000000.0,"-3.626172107E+01
","1.234854513E+02
"
2,11500000000.0,-3.473675504E+01,-2.214246564E+01,11600000000.0,-3.281450186E+01,-1.381763918E+02,11700000000.0,"-3.526815370E+01
","1.233507478E+02
"
3,11500000000.0,-3.448209563E+01,-2.862187540E+01,11600000000.0,-3.205958719E+01,-1.466493413E+02,11700000000.0,"-3.434589492E+01
","1.139196946E+02
"
4,11500000000.0,-3.497946718E+01,-3.694644954E+01,11600000000.0,-3.329064111E+01,-1.567321441E+02,11700000000.0,"-3.504479800E+01
","1.106912751E+02
"
5,11500000000.0,-3.540928466E+01,-3.306026029E+01,11600000000.0,-3.357653626E+01,-1.540428801E+02,11700000000.0,"-3.521387955E+01
","1.136111985E+02
"
6,11500000000.0,-3.487420605E+01,-1.819465059E+01,11600000000.0,-3.248999532E+01,-1.373128615E+02,11700000000.0,"-3.471334289E+01
","1.257576152E+02
"
7,11500000000.0,-3.554543908E+01,-2.378404601E+01,11600000000.0,-3.388732509E+01,-1.442266889E+02,11700000000.0,"-3.564622865E+01
","1.212444772E+02
"
8,11500000000.0,-3.645617421E+01,-3.529387278E+01,11600000000.0,-3.409981951E+01,-1.540140254E+02,11700000000.0,"-3.682050405E+01
","1.173883880E+02
"
9,11500000000.0,-3.647504716E+01,-2.804482647E+01,11600000000.0,-3.442842512E+01,-1.487659100E+02,11700000000.0,"-3.703126864E+01
","1.163248389E+02
"
10,11500000000.0,-3.836622387E+01,-2.877962055E+01,11600000000.0,-3.470256859E+01,-1.508521577E+02,11700000000.0,"-3.657828097E+01
","1.198977558E+02
"
11,11500000000.0,-3.575337582E+01,-2.903823705E+01,11600000000.0,-3.302878377E+01,-1.449359251E+02,11700000000.0,"-3.559101165E+01
","1.181655568E+02
"
12,11500000000.0,-3.377967199E+01,-2.396835904E+01,11600000000.0,-3.201244151E+01,-1.451133855E+02,11700000000.0,"-3.339721566E+01
","1.164899186E+02
"
13,11500000000.0,-3.495998468E+01,-2.180173590E+01,11600000000.0,-3.308772524E+01,-1.380521061E+02,11700000000.0,"-3.541883462E+01
","1.197472220E+02
"
14,11500000000.0,-3.622376884E+01,-9.800873846E+00,11600000000.0,-3.514878495E+01,-1.266915562E+02,11700000000.0,"-3.745379311E+01
","1.244998484E+02
"
15,11500000000.0,-3.846953390E+01,-1.311975189E+01,11600000000.0,-3.686250827E+01,-1.343131189E+02,11700000000.0,"-3.819672285E+01
","1.222470966E+02
"
16,11500000000.0,-3.788296587E+01,-3.606094811E+01,11600000000.0,-3.611492000E+01,-1.614387200E+02,11700000000.0,"-3.923968905E+01
","1.050785735E+02
"
17,11500000000.0,-3.637944403E+01,-2.826814503E+01,11600000000.0,-3.384994693E+01,-1.457379997E+02,11700000000.0,"-3.735800856E+01
","1.158365492E+02
"
18,11500000000.0,-3.370544163E+01,-3.404113966E+01,11600000000.0,-3.275022757E+01,-1.514719778E+02,11700000000.0,"-3.495515778E+01
","1.067297688E+02
"
19,11500000000.0,-3.275810488E+01,-3.511162109E+01,11600000000.0,-3.117860935E+01,-1.603099559E+02,11700000000.0,"-3.319210182E+01
","1.000698914E+02
"
20,11500000000.0,-3.446153213E+01,-5.226928432E+01,11600000000.0,-3.195662355E+01,-1.696595979E+02,11700000000.0,"-3.505020329E+01
","9.081579333E+01
"
