,Frequency_1,Amplitude_1,Phase_1,Frequency_2,Amplitude_2,Phase_2,Frequency_3,Amplitude_3,Phase_3
0,11500000000.0,-3.756928516E+01,-2.525753471E+01,11600000000.0,-3.845246642E+01,-1.500854670E+02,11700000000.0,"-4.344670393E+01
","1.171487266E+02
"
1,11500000000.0,-3.495112006E+01,-1.422398719E+01,11600000000.0,-3.414308241E+01,-1.397560664E+02,11700000000.0,"-3.583440387E+01
","1.246342648E+02
"
2,11500000000.0,-3.393805445E+01,-2.272725790E+01,11600000000.0,-3.243068730E+01,-1.350154037E+02,11700000000.0,"-3.381768642E+01
","1.318425555E+02
"
3,11500000000.0,-3.362203950E+01,-2.638779281E+01,11600000000.0,-3.085191750E+01,-1.440660423E+02,11700000000.0,"-3.450987464E+01
","1.134352895E+02
"
4,11500000000.0,-3.487721820E+01,-3.451932111E+01,11600000000.0,-3.274276017E+01,-1.582012339E+02,11700000000.0,"-3.519925106E+01
","1.146878742E+02
"
5,11500000000.0,-3.461945894E+01,-3.694527667E+01,11600000000.0,-3.302113859E+01,-1.527721270E+02,11700000000.0,"-3.433920262E+01
","1.109617906E+02
"
6,11500000000.0,-3.465175932E+01,-2.425137937E+01,11600000000.0,-3.265041366E+01,-1.336473069E+02,11700000000.0,"-3.391057628E+01
","1.266506113E+02
"
7,11500000000.0,-3.533261511E+01,-1.877532981E+01,11600000000.0,-3.287603782E+01,-1.424560547E+02,11700000000.0,"-3.564818555E+01
","1.232510834E+02
"
8,11500000000.0,-5.294508772E+01,-3.876886159E+01,11600000000.0,-6.667141990E+01,-1.549593119E+02,11700000000.0,"-6.169539229E+01
","1.171110430E+02
"
9,11500000000.0,-3.618890797E+01,-2.770492511E+01,11600000000.0,-3.341597567E+01,-1.511844105E+02,11700000000.0,"-3.632484281E+01
","1.187576370E+02
"
10,11500000000.0,-3.697360269E+01,-1.980774080E+01,11600000000.0,-3.438497897E+01,-1.525707866E+02,11700000000.0,"-3.724070995E+01
","1.198592674E+02
"
11,11500000000.0,-3.499568503E+01,-2.656493308E+01,11600000000.0,-3.263858008E+01,-1.439863086E+02,11700000000.0,"-3.469218755E+01
","1.181448047E+02
"
12,11500000000.0,-3.283599767E+01,-2.455926531E+01,11600000000.0,-3.156488109E+01,-1.381197495E+02,11700000000.0,"-3.275634526E+01
","1.225691296E+02
"
13,11500000000.0,-3.465290251E+01,-2.180341894E+01,11600000000.0,-3.254916510E+01,-1.409439639E+02,11700000000.0,"-3.611281826E+01
","1.223022627E+02
"
14,11500000000.0,-3.575902172E+01,-1.135376148E+01,11600000000.0,-3.465083370E+01,-1.236927556E+02,11700000000.0,"-3.689963894E+01
","1.348484113E+02
"
15,11500000000.0,-3.868438676E+01,-1.443519881E+01,11600000000.0,-3.574417870E+01,-1.299376392E+02,11700000000.0,"-3.730904233E+01
","1.178688702E+02
"
16,11500000000.0,-3.839584895E+01,-3.561167411E+01,11600000000.0,-3.565265241E+01,-1.607383236E+02,11700000000.0,"-3.991950135E+01
","9.977658202E+01
"
17,11500000000.0,-3.579191877E+01,-2.683585324E+01,11600000000.0,-3.343040792E+01,-1.446615325E+02,11700000000.0,"-3.639630337E+01
","1.155207852E+02
"
18,11500000000.0,-3.330439457E+01,-2.596837688E+01,11600000000.0,-3.201820086E+01,-1.488070696E+02,11700000000.0,"-3.652943404E+01
","1.076459667E+02
"
19,11500000000.0,-3.156501191E+01,-3.161163042E+01,11600000000.0,-3.021370808E+01,-1.589050322E+02,11700000000.0,"-3.221949549E+01
","1.053028268E+02
"
20,11500000000.0,-3.382767264E+01,-5.350335611E+01,11600000000.0,-3.109640111E+01,-1.681697680E+02,11700000000.0,"-3.427269670E+01
","9.050909558E+01
"
21,11500000000.0,-3.462148600E+01,-5.426840111E+01,11600000000.0,-3.232395863E+01,-1.691882399E+02,11700000000.0,"-3.518692285E+01
","8.942073727E+01
"
22,11500000000.0,-3.467405730E+01,-3.946170160E+01,11600000000.0,-3.111104907E+01,-1.589404401E+02,11700000000.0,"-3.276169172E+01
","1.010305567E+02
"
23,11500000000.0,-3.445966655E+01,-4.569409152E+01,11600000000.0,-3.219975470E+01,-1.707084140E+02,11700000000.0,"-3.474023037E+01
","9.009764743E+01
"
24,11500000000.0,-3.471704009E+01,-4.266473419E+01,11600000000.0,-3.331749913E+01,-1.631326413E+02,11700000000.0,"-3.440103544E+01
","1.024143377E+02
"
25,11500000000.0,-3.403878330E+01,-2.462943575E+01,11600000000.0,-3.269602000E+01,-1.460258618E+02,11700000000.0,"-3.488320648E+01
","1.184035540E+02
"
26,11500000000.0,-3.516139001E+01,-2.765448228E+01,11600000000.0,-3.297984283E+01,-1.472417473E+02,11700000000.0,"-3.390548396E+01
","1.128243584E+02
"
27,11500000000.0,-3.555643674E+01,-3.345795821E+01,11600000000.0,-3.340250182E+01,-1.456545011E+02,11700000000.0,"-3.512800329E+01
","1.134921321E+02
"
28,11500000000.0,-3.463527347E+01,-3.264775291E+01,11600000000.0,-3.100882862E+01,-1.485248805E+02,11700000000.0,"-3.373223919E+01
","1.128309234E+02
"
29,11500000000.0,-3.382601822E+01,-2.455012416E+01,11600000000.0,-3.344085078E+01,-1.417033459E+02,11700000000.0,"-3.516627868E+01
","1.110888714E+02
"
30,11500000000.0,-3.571530387E+01,-1.015273984E+01,11600000000.0,-3.323175268E+01,-1.266645939E+02,11700000000.0,"-3.485997767E+01
","1.292963073E+02
"
31,11500000000.0,-3.837984726E+01,-1.761712808E+01,11600000000.0,-3.517046812E+01,-1.429281883E+02,11700000000.0,"-3.604010984E+01
","1.201163479E+02
"
32,11500000000.0,-3.808730812E+01,4.547812637E+00,11600000000.0,-3.383502282E+01,-1.263934180E+02,11700000000.0,"-3.704578213E+01
","1.357558876E+02
"
33,11500000000.0,-3.450424815E+01,9.870792229E+00,11600000000.0,-3.306558679E+01,-1.145197467E+02,11700000000.0,"-3.343252801E+01
","1.408505807E+02
"
34,11500000000.0,-3.400668610E+01,-1.539417220E+01,11600000000.0,-3.103181477E+01,-1.323280394E+02,11700000000.0,"-3.234934702E+01
","1.346648225E+02
"
35,11500000000.0,-3.147589665E+01,-1.542135843E+01,11600000000.0,-2.882617697E+01,-1.355188807E+02,11700000000.0,"-3.094379168E+01
","1.300252524E+02
"
36,11500000000.0,-3.271171863E+01,-2.157654321E+01,11600000000.0,-3.049310964E+01,-1.380914026E+02,11700000000.0,"-3.339089234E+01
","1.168785405E+02
"
37,11500000000.0,-3.525229647E+01,-2.717082861E+01,11600000000.0,-3.143862251E+01,-1.440204153E+02,11700000000.0,"-3.319600956E+01
","1.237905232E+02
"
38,11500000000.0,-3.416408478E+01,-1.567164673E+01,11600000000.0,-3.088295825E+01,-1.400643875E+02,11700000000.0,"-3.275582319E+01
","1.230320395E+02
"
39,11500000000.0,-3.224947837E+01,-1.578609964E+01,11600000000.0,-3.054835374E+01,-1.422696861E+02,11700000000.0,"-3.212116059E+01
","1.238505536E+02
"
40,11500000000.0,-3.422748728E+01,-1.408639454E+01,11600000000.0,-3.140202985E+01,-1.295178985E+02,11700000000.0,"-3.334917586E+01
","1.223742836E+02
"
41,11500000000.0,-3.584811196E+01,-6.787193578E-01,11600000000.0,-3.145962782E+01,-1.270105201E+02,11700000000.0,"-3.322426093E+01
","1.324924776E+02
"
42,11500000000.0,-5.306458037E+01,-2.576197505E+01,11600000000.0,-5.720555352E+01,-1.361031976E+02,11700000000.0,"-5.583243885E+01
","1.127692798E+02
"
43,11500000000.0,-3.446485779E+01,-1.997254281E+01,11600000000.0,-3.175859904E+01,-1.419526504E+02,11700000000.0,"-3.498834132E+01
","1.223625149E+02
"
44,11500000000.0,-3.326367468E+01,3.92063367E-02,11600000000.0,-3.005870578E+01,-1.261316236E+02,11700000000.0,"-3.242258446E+01
","1.378367616E+02
"
45,11500000000.0,-3.293876289E+01,6.327367933E+00,11600000000.0,-3.132824254E+01,-1.150732430E+02,11700000000.0,"-3.324090237E+01
","1.433261814E+02
"
46,11500000000.0,-3.516536083E+01,-4.099949180E+00,11600000000.0,-3.190004557E+01,-1.117757198E+02,11700000000.0,"-3.546646468E+01
","1.306399684E+02
"
47,11500000000.0,-3.937390565E+01,-1.075777739E+01,11600000000.0,-3.736008135E+01,-1.358192191E+02,11700000000.0,"-4.017851148E+01
","1.345913404E+02
"
48,11500000000.0,-3.805816999E+01,6.741948438E+00,11600000000.0,-3.683007017E+01,-1.076177351E+02,11700000000.0,"-4.073759155E+01
","1.591473871E+02
"
49,11500000000.0,-3.681398640E+01,2.343006143E+01,11600000000.0,-3.524846362E+01,-9.150296273E+01,11700000000.0,"-3.763001633E+01
","1.646075542E+02
"
50,11500000000.0,-3.477084849E+01,1.868261908E+01,11600000000.0,-3.357621491E+01,-1.003587779E+02,11700000000.0,"-3.485316289E+01
","1.677312186E+02
"
51,11500000000.0,-3.367610176E+01,9.066676265E+00,11600000000.0,-3.128973973E+01,-1.149261228E+02,11700000000.0,"-3.283618826E+01
","1.462478941E+02
"
52,11500000000.0,-3.572213561E+01,-1.912027311E+00,11600000000.0,-3.236934617E+01,-1.248265109E+02,11700000000.0,"-3.527124153E+01
","1.434228389E+02
"
53,11500000000.0,-3.841670197E+01,-1.276409597E+01,11600000000.0,-3.554029455E+01,-1.355156949E+02,11700000000.0,"-3.525502983E+01
","1.376823117E+02
"
54,11500000000.0,-3.470052396E+01,-5.829521433E+00,11600000000.0,-3.328028201E+01,-1.261633422E+02,11700000000.0,"-3.442315141E+01
","1.259612436E+02
"
55,11500000000.0,-3.338209802E+01,-1.226861303E+01,11600000000.0,-3.273026433E+01,-1.298773668E+02,11700000000.0,"-3.378425084E+01
","1.360723347E+02
"
56,11500000000.0,-3.416790150E+01,-6.086253587E+00,11600000000.0,-3.212130992E+01,-1.290791179E+02,11700000000.0,"-3.301880412E+01
","1.407362743E+02
"
57,11500000000.0,-3.596731740E+01,-1.865048194E+00,11600000000.0,-3.291585492E+01,-1.178661547E+02,11700000000.0,"-3.487888540E+01
","1.369932492E+02
"
58,11500000000.0,-3.881457756E+01,-8.528233045E+00,11600000000.0,-3.583185482E+01,-1.290753063E+02,11700000000.0,"-3.741789608E+01
","1.332761244E+02
"
59,11500000000.0,-3.627853274E+01,-1.454855955E+01,11600000000.0,-3.451128320E+01,-1.300932615E+02,11700000000.0,"-3.565599638E+01
","1.299418348E+02
"
60,11500000000.0,-3.337263350E+01,-7.498644814E+00,11600000000.0,-3.212525806E+01,-1.297453596E+02,11700000000.0,"-3.349532954E+01
","1.361531533E+02
"
61,11500000000.0,-3.404394317E+01,-4.843980669E-01,11600000000.0,-3.182523893E+01,-1.148188081E+02,11700000000.0,"-3.472191690E+01
","1.477238282E+02
"
62,11500000000.0,-3.588476803E+01,7.990346295E+00,11600000000.0,-3.362382665E+01,-1.135076166E+02,11700000000.0,"-3.498171184E+01
","1.445938913E+02
"
63,11500000000.0,-3.908007541E+01,-1.806540579E+01,11600000000.0,-3.852053550E+01,-1.321897823E+02,11700000000.0,"-3.982225372E+01
","1.319022759E+02
"
64,11500000000.0,-3.989649669E+01,3.300327918E+00,11600000000.0,-3.832803201E+01,-1.150382232E+02,11700000000.0,"-4.043677552E+01
","1.407943795E+02
"
