,Frequency_1,Amplitude_1,Phase_1,Frequency_2,Amplitude_2,Phase_2,Frequency_3,Amplitude_3,Phase_3,Frequency_4,Amplitude_4,Phase_4,Frequency_5,Amplitude_5,Phase_5,Frequency_6,Amplitude_6,Phase_6,Frequency_7,Amplitude_7,Phase_7,Frequency_8,Amplitude_8,Phase_8,Frequency_9,Amplitude_9,Phase_9,Frequency_10,Amplitude_10,Phase_10,Frequency_11,Amplitude_11,Phase_11
0,11500000000.0,-5.179629603E+01,8.443128848E+01,11520000000.0,-5.065868482E+01,-1.635190781E+02,11540000000.0,-4.791824724E+01,-5.437377775E+01,11560000000.0,-4.926531195E+01,8.491975714E+01,11580000000.0,-4.782069601E+01,-1.462576468E+02,11600000000.0,-4.801497328E+01,-1.867900354E+01,11620000000.0,-4.857723224E+01,8.946668177E+01,11640000000.0,-4.938400312E+01,-1.506907641E+02,11660000000.0,-5.140422683E+01,-2.826220080E+01,11680000000.0,-4.935886247E+01,1.055481547E+02,11700000000.0,"-4.952072115E+01
","-1.317964912E+02
"
1,11500000000.0,-4.897544171E+01,7.311461984E+01,11520000000.0,-4.781398165E+01,-1.580069745E+02,11540000000.0,-4.735827476E+01,-3.685285686E+01,11560000000.0,-4.698591628E+01,8.187110759E+01,11580000000.0,-4.564988675E+01,-1.525003245E+02,11600000000.0,-4.563046842E+01,-2.554286551E+01,11620000000.0,-4.668404631E+01,9.248343099E+01,11640000000.0,-4.672608797E+01,-1.489930784E+02,11660000000.0,-4.774106136E+01,-3.240300973E+01,11680000000.0,-4.779216751E+01,9.980908905E+01,11700000000.0,"-4.737227775E+01
","-1.322688856E+02
"
2,11500000000.0,-4.542552805E+01,6.789368720E+01,11520000000.0,-4.413488585E+01,-1.699251668E+02,11540000000.0,-4.377471350E+01,-4.471704659E+01,11560000000.0,-4.279233429E+01,8.364989842E+01,11580000000.0,-4.254247778E+01,-1.522591774E+02,11600000000.0,-4.235535365E+01,-3.559446552E+01,11620000000.0,-4.341545158E+01,8.418507710E+01,11640000000.0,-4.357161487E+01,-1.545234245E+02,11660000000.0,-4.476346725E+01,-3.289000186E+01,11680000000.0,-4.423867038E+01,9.679851264E+01,11700000000.0,"-4.349544982E+01
","-1.369286670E+02
"
3,11500000000.0,-4.464262653E+01,7.501987521E+01,11520000000.0,-4.400244895E+01,-1.566323165E+02,11540000000.0,-4.230333685E+01,-3.316267607E+01,11560000000.0,-4.220568567E+01,8.325019198E+01,11580000000.0,-4.192800305E+01,-1.489342209E+02,11600000000.0,-4.201001734E+01,-2.855021867E+01,11620000000.0,-4.200238861E+01,8.680673869E+01,11640000000.0,-4.309120489E+01,-1.534278228E+02,11660000000.0,-4.411422543E+01,-3.294288845E+01,11680000000.0,-4.376432135E+01,9.264152892E+01,11700000000.0,"-4.418742157E+01
","-1.373123601E+02
"
4,11500000000.0,-4.906045673E+01,6.624424136E+01,11520000000.0,-4.697874724E+01,-1.725737687E+02,11540000000.0,-4.516470069E+01,-4.743093152E+01,11560000000.0,-4.523810635E+01,6.830282696E+01,11580000000.0,-4.453492453E+01,-1.625362111E+02,11600000000.0,-4.490327167E+01,-4.345626672E+01,11620000000.0,-4.611412217E+01,7.851548536E+01,11640000000.0,-4.669595081E+01,-1.582234341E+02,11660000000.0,-4.863978573E+01,-2.715462832E+01,11680000000.0,-4.781565270E+01,8.788751105E+01,11700000000.0,"-4.744443751E+01
","-1.475116483E+02
"
5,11500000000.0,-4.881289573E+01,5.533999615E+01,11520000000.0,-4.552308078E+01,-1.757460589E+02,11540000000.0,-4.563696655E+01,-5.040712432E+01,11560000000.0,-4.609088196E+01,6.598290746E+01,11580000000.0,-4.549329825E+01,-1.710455403E+02,11600000000.0,-4.492443441E+01,-5.571518662E+01,11620000000.0,-4.519860364E+01,6.340446015E+01,11640000000.0,-4.780415229E+01,-1.700673892E+02,11660000000.0,-4.875605782E+01,-4.193747166E+01,11680000000.0,-4.873373790E+01,8.161662550E+01,11700000000.0,"-4.612030227E+01
","-1.571671270E+02
"
6,11500000000.0,-4.874066162E+01,7.781809221E+01,11520000000.0,-4.705182886E+01,-1.570045558E+02,11540000000.0,-4.473393014E+01,-4.274264251E+01,11560000000.0,-4.587717314E+01,8.406995448E+01,11580000000.0,-4.458032375E+01,-1.510304166E+02,11600000000.0,-4.352320842E+01,-3.487544503E+01,11620000000.0,-4.419599746E+01,8.716067840E+01,11640000000.0,-4.713856430E+01,-1.512646811E+02,11660000000.0,-4.800036265E+01,-2.369483090E+01,11680000000.0,-4.810002013E+01,9.296665993E+01,11700000000.0,"-4.577949095E+01
","-1.422835210E+02
"
7,11500000000.0,-5.029900726E+01,6.520472549E+01,11520000000.0,-4.805643169E+01,-1.666725973E+02,11540000000.0,-4.757174757E+01,-4.902555009E+01,11560000000.0,-4.768356137E+01,8.361080557E+01,11580000000.0,-4.804692342E+01,-1.589553257E+02,11600000000.0,-4.781697017E+01,-3.847688452E+01,11620000000.0,-4.966317946E+01,7.873593526E+01,11640000000.0,-4.897366308E+01,-1.585640670E+02,11660000000.0,-4.933734596E+01,-3.425892348E+01,11680000000.0,-4.982871611E+01,9.816913333E+01,11700000000.0,"-4.898584166E+01
","-1.520222475E+02
"
8,11500000000.0,-5.336598420E+01,5.257317540E+01,11520000000.0,-5.007340440E+01,1.744334455E+02,11540000000.0,-4.815486054E+01,-6.565787420E+01,11560000000.0,-4.847744641E+01,6.139825757E+01,11580000000.0,-4.927139355E+01,1.767221171E+02,11600000000.0,-4.812791467E+01,-5.440912832E+01,11620000000.0,-4.826501962E+01,6.099585534E+01,11640000000.0,-4.949042812E+01,1.785262434E+02,11660000000.0,-5.019572107E+01,-5.157698554E+01,11680000000.0,-5.015505092E+01,7.115560080E+01,11700000000.0,"-4.919617327E+01
","-1.444522211E+02
"
9,11500000000.0,-5.123803517E+01,6.350619214E+01,11520000000.0,-4.911089212E+01,-1.708220715E+02,11540000000.0,-4.814547699E+01,-5.662044723E+01,11560000000.0,-4.795321376E+01,7.641895703E+01,11580000000.0,-4.706544745E+01,-1.573020793E+02,11600000000.0,-4.721965436E+01,-4.200406312E+01,11620000000.0,-4.777858609E+01,8.898064183E+01,11640000000.0,-4.787603076E+01,-1.687368671E+02,11660000000.0,-4.936706917E+01,-4.997079871E+01,11680000000.0,-4.886543475E+01,7.473875100E+01,11700000000.0,"-4.937447223E+01
","-1.521217291E+02
"
