,Frequency_1,Amplitude_1,Phase_1,Frequency_2,Amplitude_2,Phase_2,Frequency_3,Amplitude_3,Phase_3,Frequency_4,Amplitude_4,Phase_4,Frequency_5,Amplitude_5,Phase_5,Frequency_6,Amplitude_6,Phase_6,Frequency_7,Amplitude_7,Phase_7,Frequency_8,Amplitude_8,Phase_8,Frequency_9,Amplitude_9,Phase_9,Frequency_10,Amplitude_10,Phase_10,Frequency_11,Amplitude_11,Phase_11
0,11500000000.0,-5.015402738E+01,7.911943266E+01,11520000000.0,-4.872519396E+01,-1.545497269E+02,11540000000.0,-4.954296472E+01,-3.633258794E+01,11560000000.0,-4.783328721E+01,8.316933095E+01,11580000000.0,-4.767522354E+01,-1.443963705E+02,11600000000.0,-4.724752720E+01,-2.924022322E+01,11620000000.0,-4.970331185E+01,9.015103317E+01,11640000000.0,-4.897196823E+01,-1.498769306E+02,11660000000.0,-5.138824089E+01,-1.972084054E+01,11680000000.0,-5.196704883E+01,1.016597553E+02,11700000000.0,"-4.794540955E+01
","-1.325143668E+02
"
1,11500000000.0,-4.977556428E+01,8.026419566E+01,11520000000.0,-4.824908461E+01,-1.587970306E+02,11540000000.0,-4.626568246E+01,-4.388667978E+01,11560000000.0,-4.648261773E+01,8.786196875E+01,11580000000.0,-4.564858555E+01,-1.490777158E+02,11600000000.0,-4.611288169E+01,-2.577342072E+01,11620000000.0,-4.556924165E+01,8.521848792E+01,11640000000.0,-4.786399945E+01,-1.488597996E+02,11660000000.0,-4.778412674E+01,-2.589316895E+01,11680000000.0,-4.676857549E+01,9.955296487E+01,11700000000.0,"-4.690392364E+01
","-1.394568288E+02
"
2,11500000000.0,-4.627690035E+01,7.086950750E+01,11520000000.0,-4.349008715E+01,-1.676344923E+02,11540000000.0,-4.217400151E+01,-5.193968103E+01,11560000000.0,-4.285181514E+01,8.378829882E+01,11580000000.0,-4.278191313E+01,-1.536824681E+02,11600000000.0,-4.210290414E+01,-3.014368833E+01,11620000000.0,-4.198100256E+01,8.385132556E+01,11640000000.0,-4.425654982E+01,-1.526949931E+02,11660000000.0,-4.420692662E+01,-2.613684064E+01,11680000000.0,-4.442238072E+01,9.586481938E+01,11700000000.0,"-4.316344462E+01
","-1.330746486E+02
"
3,11500000000.0,-4.505100418E+01,8.275710903E+01,11520000000.0,-4.348695061E+01,-1.537378484E+02,11540000000.0,-4.270257580E+01,-3.333918064E+01,11560000000.0,-4.124763716E+01,8.590599149E+01,11580000000.0,-4.176110487E+01,-1.485943559E+02,11600000000.0,-4.129186217E+01,-2.961114796E+01,11620000000.0,-4.225674424E+01,9.129759476E+01,11640000000.0,-4.381190406E+01,-1.576318728E+02,11660000000.0,-4.474328936E+01,-2.406828940E+01,11680000000.0,-4.422779910E+01,9.920534585E+01,11700000000.0,"-4.369449293E+01
","-1.372118457E+02
"
4,11500000000.0,-4.909612711E+01,6.230534713E+01,11520000000.0,-4.765954070E+01,-1.675047013E+02,11540000000.0,-4.561248210E+01,-4.937064345E+01,11560000000.0,-4.506671463E+01,7.207686681E+01,11580000000.0,-4.531399428E+01,-1.619861141E+02,11600000000.0,-4.472208571E+01,-4.016818282E+01,11620000000.0,-4.539085569E+01,7.594566681E+01,11640000000.0,-4.671098223E+01,-1.650887984E+02,11660000000.0,-4.724848105E+01,-3.769317201E+01,11680000000.0,-4.721632385E+01,9.154304456E+01,11700000000.0,"-4.680031646E+01
","-1.484182031E+02
"
5,11500000000.0,-4.877917891E+01,6.276673135E+01,11520000000.0,-4.693390687E+01,-1.658594264E+02,11540000000.0,-4.600190429E+01,-4.786139181E+01,11560000000.0,-4.579279494E+01,6.432233261E+01,11580000000.0,-4.569121051E+01,-1.683835663E+02,11600000000.0,-4.494928771E+01,-4.871562356E+01,11620000000.0,-4.704527577E+01,7.258435075E+01,11640000000.0,-4.818052195E+01,-1.607732480E+02,11660000000.0,-4.759535440E+01,-4.685731907E+01,11680000000.0,-4.752254363E+01,8.220612477E+01,11700000000.0,"-4.716534554E+01
","-1.494714915E+02
"
6,11500000000.0,-4.826704318E+01,7.625189435E+01,11520000000.0,-4.639069542E+01,-1.568645689E+02,11540000000.0,-4.456570130E+01,-3.809845138E+01,11560000000.0,-4.484084096E+01,9.023442547E+01,11580000000.0,-4.541384525E+01,-1.483060908E+02,11600000000.0,-4.466300089E+01,-3.372422003E+01,11620000000.0,-4.464892914E+01,8.661497932E+01,11640000000.0,-4.517588033E+01,-1.549832710E+02,11660000000.0,-4.635888490E+01,-2.996095209E+01,11680000000.0,-4.607401795E+01,1.009991039E+02,11700000000.0,"-4.706540325E+01
","-1.369083752E+02
"
7,11500000000.0,-4.911493410E+01,7.402243654E+01,11520000000.0,-4.838406838E+01,-1.594415480E+02,11540000000.0,-4.761783429E+01,-4.010742827E+01,11560000000.0,-4.688785342E+01,7.063987841E+01,11580000000.0,-4.811618000E+01,-1.597860465E+02,11600000000.0,-4.985229242E+01,-4.309204474E+01,11620000000.0,-4.681099144E+01,7.986567495E+01,11640000000.0,-4.890566032E+01,-1.655420719E+02,11660000000.0,-5.042436251E+01,-2.934008417E+01,11680000000.0,-5.052327538E+01,9.685822825E+01,11700000000.0,"-4.878053450E+01
","-1.376313548E+02
"
8,11500000000.0,-5.378586631E+01,5.432566989E+01,11520000000.0,-5.189332058E+01,1.766845688E+02,11540000000.0,-4.851160687E+01,-6.620779103E+01,11560000000.0,-4.824711748E+01,5.893370647E+01,11580000000.0,-4.743950386E+01,-1.666497567E+02,11600000000.0,-4.766570560E+01,-4.471646769E+01,11620000000.0,-4.842966098E+01,4.796485415E+01,11640000000.0,-4.998627566E+01,-1.765475298E+02,11660000000.0,-5.165430060E+01,-5.596557385E+01,11680000000.0,-4.956498116E+01,8.366089727E+01,11700000000.0,"-5.016167807E+01
","-1.414137512E+02
"
9,11500000000.0,-5.034249201E+01,8.129292777E+01,11520000000.0,-4.786165406E+01,-1.608877975E+02,11540000000.0,-4.750490105E+01,-3.977403053E+01,11560000000.0,-4.675774123E+01,8.241392675E+01,11580000000.0,-4.624046323E+01,-1.602564925E+02,11600000000.0,-4.642149471E+01,-3.461065625E+01,11620000000.0,-4.722817511E+01,7.463862133E+01,11640000000.0,-4.902485078E+01,-1.684502037E+02,11660000000.0,-4.990179013E+01,-2.941058831E+01,11680000000.0,-5.243045989E+01,8.144382103E+01,11700000000.0,"-4.923091041E+01
","-1.546359867E+02
"
