212,0.62126,3.1416
213,-0.93574,16.282
214,0.24358,5.1464
215,1.4983,21.501
216,0.98633,23.178
217,-0.25781,0.097429
218,1.984,6.5735
219,1.8478,9.5619
220,2.0247,6.8151
221,2.1716,16.42
222,0.75798,8.3637
223,1.9427,0.23305
224,-1.9567,8.4533
225,-1.9754,12.014
226,1.0915,9.4987
227,2.0585,21.778
228,3.2694,25.628
229,1.8547,19.559
230,1.8196,14.904
231,1.5177,19.23
232,0.3835,12.735
233,1.669,17.253
234,1.8364,19.776
235,1.8258,25.513
236,2.8266,30.253
237,3.3556,18.62
238,2.4227,6.1366
239,0.31803,3.5745
240,-3.3817,6.4772
241,-4.5045,-1.7242
242,-1.4009,-4.1003
243,-0.11148,5.792
244,2.4977,17.159
245,1.4356,33.77
246,0.099229,35.709
247,1.0461,31.985
248,1.1676,32.503
249,0.98392,34.515
250,0.82112,24.383
251,0.87326,41.515
252,1.8393,42.404
253,2.8894,36.316
254,1.5595,26.488
255,0.026449,24.653
256,-3.3266,33.732
257,-5.0087,33.109
258,-0.54902,22.565
259,0.47791,16.995
260,0.63688,31.274
261,0.71161,37.603
262,-0.29244,22.756
263,-1.1046,13.826
264,-0.10799,25.421
265,-0.31316,16.384
266,-2.6036,9.4358
267,-6.0793,27.894
268,-2.1372,30.621
269,0.42585,23.365
270,-3.2356,23.248
271,-5.6358,-1.7305
272,-6.4523,-7.7771
273,-6.4925,10.584
274,-2.4583,12.417
275,-0.25872,8.0992
276,0.3855,16.49
277,0.9036,15.488
278,3.2899,2.4789
279,3.586,7.5621
280,-0.34529,8.628
281,-1.8686,-10.58
282,2.2545,5.7385
283,1.7495,7.7917
284,2.025,11.101
285,4.4875,25.548
286,2.6128,26.183
287,2.0832,9.1432
288,-1.9029,10.279
289,-1.1658,4.8417
290,1.092,-0.5816
291,1.8016,18.32
292,3.2648,17.285
293,0.53025,-2.9261
294,0.71475,4.2367
295,2.1875,17.652
296,1.703,5.1544
297,2.0589,0.47434
298,0.62216,5.8343
299,-1.7927,12.904
300,-0.70938,26.015
301,0.28996,5.1461
302,2.2319,-9.8302
303,1.912,1.0388
304,-2.723,14.742
305,-3.5922,-27.626
306,-4.1921,-28.168
307,-5.5284,5.1096
308,-1.9249,22.223
309,-3.3842,28.361
310,-4.1302,21.058
311,-0.77006,11.241
312,0.62272,17.18
313,1.2451,22.828
314,0.92543,19.404
315,0.0075751,24.211
316,1.0307,31.976
317,2.0448,29.496
318,0.16963,10.867
319,-0.30507,11.938
320,-4.2487,31.682
321,-7.7172,26.375
322,-3.448,11.245
323,-1.2066,15.167
324,0.55806,23.131
325,0.3394,35.609
326,-0.15453,33.606
327,-1.3096,16.615
328,-0.83646,24.452
329,-0.45208,28.487
330,-1.383,25.144
331,-2.0696,12.759
332,-0.86964,16.042
333,-0.36696,4.3661
334,-3.343,-8.6424
335,-4.5502,-21.65
336,-6.2903,-25.606
337,-3.6781,17.237
338,-0.31355,11.292
339,1.8218,11.362
340,2.1648,14.663
341,1.6461,36.523
342,0.75024,30.513
343,1.1168,23.034
344,1.9232,20.756
345,0.61831,14.233
346,0.7444,19.636
347,1.0524,18.943
348,1.7865,16.806
349,2.8567,19.073
350,0.70872,12.201
351,-0.83068,-4.0179
352,-4.1917,-4.4849
353,-1.9044,3.0269
354,-0.5613,7.5991
355,1.8439,24.052
356,3.4074,16.238
357,1.575,11.251
358,0.70073,12.622
359,-0.43372,12.56
360,-1.6342,17.415
361,1.1545,17.77
362,2.5216,12.61
363,2.4218,19.513
364,1.7495,32.98
365,1.0947,12.098
366,1.5756,-0.32251
367,0.031123,3.1041
368,-3.034,5.3217
369,-5.6798,3.8597
370,-0.67502,2.4099
371,0.6356,4.3442
372,0.88034,4.4343
373,-1.3745,26.786
374,-1.7091,31.054
375,-0.42685,36.578
376,-0.62205,35.224
377,-1.5259,26.44
378,-0.45284,3.1465
379,0.76619,24.192
380,1.8434,34.757
381,1.9843,32.07
382,0.96668,16.911
383,0.075729,17.508
384,-4.9502,38.789
385,-4.2701,25.486
386,-0.95539,11.451
387,0.52444,20.17
388,2.5251,30.591
389,1.1875,33.303
390,0.065742,30.9
391,0.032558,15.841
392,0.33771,26.652
393,0.72494,28.42
394,0.34856,15.96
395,-1.3313,14.909
396,-0.79769,14.601
397,0.65788,3.7687
398,-0.62183,-6.7489
399,-1.2227,-4.16
400,-4.363,-0.41344
401,-4.8011,11.977
402,-1.597,6.8138
403,0.9601,7.9227
404,1.9947,18.443
405,1.6143,36.204
406,0.92395,30.51
407,0.27179,21.685
408,1.2783,22.404
409,1.0989,21.142
410,0.45228,21.279
411,0.90592,21.401
412,1.8998,20.809
413,2.1131,18.018
414,0.40181,17.081
415,-0.62709,5.6595
416,-2.9417,7.0055
417,-2.2406,17.465
418,0.45382,8.0546
419,1.1038,4.3422
420,2.0695,14.551
421,0.14841,23.699
422,-1.0547,27.339
423,-0.25452,18.423
424,1.3224,21.975
425,1.709,36.476
426,0.59675,33.771
427,0.1424,36.617
428,0.90985,40.075
429,2.4779,27.27
430,1.0263,20.194
431,-1.0756,11.771
432,-3.461,22.475
433,-4.4004,16.233
434,-1.1087,12.056
435,0.25283,7.2928
436,1.11,13.223
437,-1.8804,22.868
438,-2.8449,25.162
439,-1.4174,22.06
440,0.16283,27.949
441,0.21701,32.851
442,-0.66443,23.797
443,-0.63742,37.682
444,0.49138,40.753
445,1.3549,37.149
446,-0.27324,20.999
447,-0.71142,17.381
448,-3.8005,33.67
449,-4.8873,35.208
450,-0.9194,21.022
451,1.0423,25.366
452,2.8419,37.217
453,1.8542,48.41
454,1.1321,45.502
455,0.94354,25.252
456,0.59842,33.059
457,1.0285,39.015
458,0.5384,34.492
459,-0.01848,30.751
460,0.69506,32.864
461,2.1564,29.439
462,0.23765,17.773
463,-0.99239,16.146
464,-2.768,19.978
465,-2.8135,34.391
466,0.068653,18.232
467,2.4226,29.701
468,3.1955,32.971
469,1.8211,49.134
470,1.9339,43.312
471,1.4956,28.302
472,2.2401,36.174
473,2.6848,38.648
474,1.335,34.187
475,0.88073,35.663
476,3.2303,32.885
477,4.2751,24.059
478,1.6422,12.677
479,-0.49021,3.0794
480,-2.8831,10.649
481,-3.4248,35.432
482,-0.98588,39.349
483,2.3547,49.024
484,3.8931,47.854
485,1.0191,45.577
486,-2.2924,38.657
487,-1.7447,38.594
488,-1.8389,60.81
489,-1.4649,53.676
490,0.98816,38.369
491,1.9092,59.064
492,2.0192,75.905
493,1.694,65.109
494,1.1097,49.264
495,0.25115,47.492
496,-3.3886,61.871
497,-2.6348,32.387
498,-1.9539,29.858
499,-0.85955,35.308
500,0.99586,48.019
501,-0.35251,53.824
502,0.31452,47.52
503,1.466,55.333
504,1.5332,68.92
505,0.39244,65.593
506,0.90984,48.018
507,1.2544,64.882
508,1.1787,69.836
509,2.3456,57.806
510,1.5949,52.21
511,-0.071068,48.126
512,-3.1906,56.12
