1,-3.5217,27.496
2,-1.245,26.985
3,2.268,30.587
4,3.0183,29.259
5,-0.73024,40.964
6,-0.92355,50.351
7,0.31266,30.173
8,-3.1069,40.765
9,-3.0613,54.712
10,-2.3197,37.704
11,-1.7267,44.537
12,0.34868,41.289
13,0.80209,32.647
14,0.10376,15.307
15,0.63416,8.0183
16,-1.6465,32.956
17,-3.6683,31.442
18,0.11241,17.55
19,1.8106,18.317
20,3.6299,22.94
21,3.6145,35.816
22,2.4785,35.884
23,1.9732,26.514
24,2.045,26.265
25,1.7567,28.154
26,2.143,21.405
27,1.5724,17.2
28,1.9976,17.605
29,3.3009,18.217
30,2.1353,12.325
31,0.79059,4.572
32,-0.29134,7.3016
33,-0.76314,-5.9278
34,0.86777,-14.111
35,2.3426,-1.3384
36,4.2244,-0.22454
37,3.2878,-2.1121
38,2.3334,4.6627
39,2.7247,7.9446
40,2.0594,16.304
41,2.5854,9.9613
42,3.5754,6.2918
43,3.0339,17.436
44,3.2808,21.474
45,3.914,10.595
46,2.9558,-1.6131
47,2.047,-3.7197
48,-1.981,3.3447
49,-2.7934,-2.8404
50,-0.56654,-12.654
51,0.8601,-7.5312
52,1.1473,-5.3419
53,-1.8512,5.6984
54,-2.1513,19.125
55,1.1348,24.373
56,0.2504,35.766
57,-2.0821,10.452
58,1.4867,-10.176
59,1.463,5.9125
60,1.4261,22.464
61,0.91804,4.8128
62,1.9756,-12.418
63,1.3914,-2.1212
64,-4.5118,11.326
65,-3.4389,19.279
66,-0.22064,8.8059
67,0.80687,7.4773
68,1.499,16.08
69,0.4886,23.922
70,0.71666,20.798
71,1.0638,5.556
72,0.65928,24.305
73,0.41518,25.435
74,0.015446,17.896
75,-0.30745,22.555
76,0.72431,20.676
77,2.2404,12.978
78,0.69936,4.3142
79,-2.0808,-3.6877
80,-3.0912,-1.0442
81,-2.7595,-8.9591
82,-0.56614,-15.648
83,0.15262,-3.9072
84,1.4337,3.5061
85,0.1992,12.833
86,0.69156,5.5396
87,2.0839,8.1223
88,1.282,19.646
89,0.54326,19.715
90,1.2096,1.3671
91,0.64104,7.3614
92,1.0652,6.8784
93,2.922,-2.1736
94,1.0196,-4.4563
95,-1.3278,-19.096
96,-4.2595,-20.601
97,-0.84638,0.8411
98,1.2238,-12.369
99,2.1604,-2.1091
100,3.9132,3.9023
101,0.9633,10.13
102,-0.083391,12.444
103,1.4516,0.34535
104,2.2806,12.446
105,3.391,10.874
106,2.9597,-2.8981
107,-1.3211,5.4765
108,-2.8078,17.487
109,0.7625,10.149
110,0.25814,8.217
111,-0.48645,-0.60267
112,-5.5145,24.954
113,-4.623,-6.9451
114,-1.2987,-7.8471
115,0.63469,-6.1967
116,2.0107,6.738
117,1.4827,17.286
118,0.74046,19.236
119,0.94585,12.377
120,0.90565,13.353
121,0.67968,14.358
122,0.54442,6.0849
123,0.60537,21.305
124,1.6607,26.335
125,3.3605,23.74
126,1.4753,15.326
127,-0.28933,10.211
128,-3.0925,15.214
129,-3.0406,17.839
130,0.62273,1.5539
131,1.5748,2.547
132,3.0872,19.126
133,2.6387,21.383
134,1.2854,11.82
135,-0.020743,-5.0175
136,-0.98641,14.686
137,-0.48913,22.642
138,-0.91817,13.963
139,-1.6076,11.986
140,0.50822,7.6343
141,2.7388,1.0684
142,1.0363,-4.0879
143,-0.93911,-6.4332
144,-4.5897,-9.317
145,-18.349,-9.353
146,-7.7621,28.792
147,-3.5491,23.902
148,-3.3884,27.535
149,-3.7097,27.365
150,-0.41109,-16.189
151,2.2281,-20.656
152,1.8943,3.6591
153,1.2966,9.0934
154,-0.090247,1.3499
155,-0.32255,12.178
156,2.1861,7.3552
157,3.5662,-3.1646
158,2.1686,-11.2
159,0.72143,1.4286
160,-3.8294,-0.10753
161,-2.57,-0.32775
162,-0.56105,6.7169
163,2.0006,6.1709
164,3.427,-2.5781
165,1.5097,4.0866
166,-0.57538,15.307
167,-0.35908,17.449
168,0.85488,27.138
169,1.8501,29.94
170,0.23093,-4.558
171,-1.3043,-16.518
172,-2.9297,21.201
173,-0.58751,38.638
174,-3.7798,46.381
175,-11.606,5.552
176,-12.008,-11.788
177,-3.5305,-9.8705
178,-1.5712,-7.9279
179,-1.0906,1.7159
180,1.1103,5.9004
181,-0.38444,15.246
182,-0.76727,12.72
183,1.4962,14.932
184,1.4389,31.339
185,0.57092,21.792
186,1.2456,8.0972
187,0.71405,27.691
188,0.78941,31.178
189,2.4029,23.218
190,1.5296,16.057
191,-0.26484,13.506
192,-3.7532,24.566
193,-3.6743,28.265
194,-0.047528,10.157
195,0.97422,18.105
196,2.0933,27.376
197,0.45735,35.921
198,-0.43485,26.871
199,0.35089,14.848
200,0.58387,21.281
201,0.75709,21.156
202,0.87056,14.431
203,-1.2575,14.687
204,-0.89768,13.381
205,1.6945,7.7677
206,0.3835,3.0743
207,-0.50925,-0.62503
208,-3.875,5.9324
209,-8.433,25.729
210,-1.3306,18.289
211,1.5914,9.2028
