,Frequency_1,Amplitude_1,Phase_1,Frequency_2,Amplitude_2,Phase_2,Frequency_3,Amplitude_3,Phase_3,Frequency_4,Amplitude_4,Phase_4,Frequency_5,Amplitude_5,Phase_5,Frequency_6,Amplitude_6,Phase_6,Frequency_7,Amplitude_7,Phase_7,Frequency_8,Amplitude_8,Phase_8,Frequency_9,Amplitude_9,Phase_9,Frequency_10,Amplitude_10,Phase_10,Frequency_11,Amplitude_11,Phase_11
0,11500000000.0,-6.476984393E+01,-6.476984393E+01,11520000000.0,-5.328038563E+01,-5.328038563E+01,11540000000.0,-5.318769596E+01,-5.318769596E+01,11560000000.0,-5.280632242E+01,-5.280632242E+01,11580000000.0,-5.241439406E+01,-5.241439406E+01,11600000000.0,-5.124884121E+01,-5.124884121E+01,11620000000.0,-5.304788085E+01,-5.304788085E+01,11640000000.0,-5.210527164E+01,-5.210527164E+01,11660000000.0,-5.410138669E+01,-5.410138669E+01,11680000000.0,-5.220827640E+01,-5.220827640E+01,11700000000.0,"-5.446257191E+01
","-5.446257191E+01
"
1,11500000000.0,-5.412712038E+01,-5.412712038E+01,11520000000.0,-5.230009755E+01,-5.230009755E+01,11540000000.0,-5.394380150E+01,-5.394380150E+01,11560000000.0,-5.205995238E+01,-5.205995238E+01,11580000000.0,-5.213478265E+01,-5.213478265E+01,11600000000.0,-5.168921339E+01,-5.168921339E+01,11620000000.0,-5.380679279E+01,-5.380679279E+01,11640000000.0,-5.223283834E+01,-5.223283834E+01,11660000000.0,-5.387279541E+01,-5.387279541E+01,11680000000.0,-5.277454548E+01,-5.277454548E+01,11700000000.0,"-5.228059209E+01
","-5.228059209E+01
"
2,11500000000.0,-5.380240896E+01,-5.380240896E+01,11520000000.0,-5.449776977E+01,-5.449776977E+01,11540000000.0,-5.342001971E+01,-5.342001971E+01,11560000000.0,-5.277936040E+01,-5.277936040E+01,11580000000.0,-5.254037155E+01,-5.254037155E+01,11600000000.0,-5.452161865E+01,-5.452161865E+01,11620000000.0,-5.437167180E+01,-5.437167180E+01,11640000000.0,-5.245399994E+01,-5.245399994E+01,11660000000.0,-5.391171513E+01,-5.391171513E+01,11680000000.0,-5.297878374E+01,-5.297878374E+01,11700000000.0,"-5.235853321E+01
","-5.235853321E+01
"
3,11500000000.0,-6.176521695E+01,-6.176521695E+01,11520000000.0,-5.624986703E+01,-5.624986703E+01,11540000000.0,-5.618557285E+01,-5.618557285E+01,11560000000.0,-5.485714330E+01,-5.485714330E+01,11580000000.0,-5.472180952E+01,-5.472180952E+01,11600000000.0,-5.355902786E+01,-5.355902786E+01,11620000000.0,-6.039561664E+01,-6.039561664E+01,11640000000.0,-5.583227970E+01,-5.583227970E+01,11660000000.0,-5.518724776E+01,-5.518724776E+01,11680000000.0,-5.443475341E+01,-5.443475341E+01,11700000000.0,"-5.422565772E+01
","-5.422565772E+01
"
4,11500000000.0,-5.629033871E+01,-5.629033871E+01,11520000000.0,-5.745159895E+01,-5.745159895E+01,11540000000.0,-5.524205953E+01,-5.524205953E+01,11560000000.0,-5.498622136E+01,-5.498622136E+01,11580000000.0,-5.496600992E+01,-5.496600992E+01,11600000000.0,-5.464261862E+01,-5.464261862E+01,11620000000.0,-5.545491084E+01,-5.545491084E+01,11640000000.0,-5.971080787E+01,-5.971080787E+01,11660000000.0,-5.846946806E+01,-5.846946806E+01,11680000000.0,-5.649990205E+01,-5.649990205E+01,11700000000.0,"-6.142475130E+01
","-6.142475130E+01
"
5,11500000000.0,-5.246123278E+01,-5.246123278E+01,11520000000.0,-5.337178664E+01,-5.337178664E+01,11540000000.0,-5.459982289E+01,-5.459982289E+01,11560000000.0,-5.376248552E+01,-5.376248552E+01,11580000000.0,-5.054536737E+01,-5.054536737E+01,11600000000.0,-5.296597948E+01,-5.296597948E+01,11620000000.0,-5.071912632E+01,-5.071912632E+01,11640000000.0,-5.334302967E+01,-5.334302967E+01,11660000000.0,-5.637238790E+01,-5.637238790E+01,11680000000.0,-5.587483795E+01,-5.587483795E+01,11700000000.0,"-6.051786165E+01
","-6.051786165E+01
"
6,11500000000.0,-4.985765624E+01,-4.985765624E+01,11520000000.0,-4.950418252E+01,-4.950418252E+01,11540000000.0,-5.027849859E+01,-5.027849859E+01,11560000000.0,-4.793130423E+01,-4.793130423E+01,11580000000.0,-4.859453812E+01,-4.859453812E+01,11600000000.0,-4.711579126E+01,-4.711579126E+01,11620000000.0,-4.784527618E+01,-4.784527618E+01,11640000000.0,-5.049004071E+01,-5.049004071E+01,11660000000.0,-5.113408950E+01,-5.113408950E+01,11680000000.0,-5.287767252E+01,-5.287767252E+01,11700000000.0,"-5.492848640E+01
","-5.492848640E+01
"
7,11500000000.0,-5.177730281E+01,-5.177730281E+01,11520000000.0,-5.003192745E+01,-5.003192745E+01,11540000000.0,-5.032696279E+01,-5.032696279E+01,11560000000.0,-4.887863385E+01,-4.887863385E+01,11580000000.0,-4.972996136E+01,-4.972996136E+01,11600000000.0,-5.285969333E+01,-5.285969333E+01,11620000000.0,-5.264335459E+01,-5.264335459E+01,11640000000.0,-5.663756586E+01,-5.663756586E+01,11660000000.0,-5.712696480E+01,-5.712696480E+01,11680000000.0,-5.786795361E+01,-5.786795361E+01,11700000000.0,"-5.668215802E+01
","-5.668215802E+01
"
8,11500000000.0,-5.670010642E+01,-5.670010642E+01,11520000000.0,-5.548649574E+01,-5.548649574E+01,11540000000.0,-5.518692903E+01,-5.518692903E+01,11560000000.0,-5.451012092E+01,-5.451012092E+01,11580000000.0,-5.700248084E+01,-5.700248084E+01,11600000000.0,-6.095859450E+01,-6.095859450E+01,11620000000.0,-6.674087396E+01,-6.674087396E+01,11640000000.0,-5.968260845E+01,-5.968260845E+01,11660000000.0,-6.172134326E+01,-6.172134326E+01,11680000000.0,-7.149403733E+01,-7.149403733E+01,11700000000.0,"-5.428296132E+01
","-5.428296132E+01
"
9,11500000000.0,-5.460890632E+01,-5.460890632E+01,11520000000.0,-5.270274596E+01,-5.270274596E+01,11540000000.0,-5.372516605E+01,-5.372516605E+01,11560000000.0,-5.270557049E+01,-5.270557049E+01,11580000000.0,-5.647309197E+01,-5.647309197E+01,11600000000.0,-5.936112149E+01,-5.936112149E+01,11620000000.0,-6.659072101E+01,-6.659072101E+01,11640000000.0,-6.558501566E+01,-6.558501566E+01,11660000000.0,-6.019101268E+01,-6.019101268E+01,11680000000.0,-5.630772278E+01,-5.630772278E+01,11700000000.0,"-5.632938753E+01
","-5.632938753E+01
"
